"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CHM00059287","1961","23.217","113.483","71.0","GUANGZHOU, CH","   1915.5","","    1915.5","s","       155","s","       100","s","        23","s","         0","s","         0","s","         0","s","       286","s","        56","s","    1.2","s,0119, "," 253.6"," ,s,0702, ","   37.5","s,0701, ","","","","","     421.2","2","     421.2","s","   2181.7"," ,s","     22.48","s","     26.17","s","     18.80","s"
"CHM00059287","1962","23.217","113.483","71.0","GUANGZHOU, CH","   1891.5","","    1891.5","s","       132","s","        88","s","        17","s","         0","s","         0","s","         0","s","       283","s","        73","s","    2.1","s,0128, "," 104.1"," ,s,0606, ","   36.5","s,0721, ","","","","","     431.0","0","     431.0","s","   1521.6"," ,s","     22.18","s","     26.25","s","     18.11","s"
"CHM00059287","1963","23.217","113.483","71.0","GUANGZHOU, CH","   2052.2","","    2052.2","s","       107","s","        61","s","        16","s","         0","s","         0","s","         0","s","       304","s","        97","s","    0.1","s,0116, ","  89.2"," ,s,0613, ","   37.6","s,0905, ","","","","","     466.5","5","     466.5","s","   1340.5"," ,s","     22.76","s","     27.01","s","     18.50","s"
"CHM00059287","1964","23.217","113.483","71.0","GUANGZHOU, CH","   2003.1","","    2003.1","s","       120","s","        75","s","        18","s","         0","s","         0","s","         0","s","       291","s","        66","s","    4.0","s,1220,+"," 245.9"," ,s,0906, ","   36.3","s,0807, ","","","","","     407.5","5","     407.5","s","   1775.6"," ,s","     22.61","s","     26.32","s","     18.90","s"
"CHM00059287","1965","23.217","113.483","71.0","GUANGZHOU, CH","   1916.0","","    1916.0","s","       137","s","        98","s","        32","s","         0","s","         0","s","         0","s","       306","s","        47","s","    4.7","s,0113, "," 136.6"," ,s,0730, ","   36.1","s,0727,+","","","","","     309.6","6","     309.6","s","   2332.5"," ,s","     22.66","s","     26.36","s","     18.97","s"
"CHM00059287","1966","23.217","113.483","71.0","GUANGZHOU, CH","   2037.5","","    2037.5","s","       111","s","        73","s","        14","s","         0","s","         0","s","         0","s","       306","s","        79","s","    4.2","s,0101, ","  88.8"," ,s,0429, ","   36.3","s,0817, ","","","","","     287.6","6","     287.6","s","   1364.7"," ,s","     23.19","s","     27.25","s","     19.13","s"
"CHM00059287","1967","23.217","113.483","71.0","GUANGZHOU, CH","   1962.2","","    1962.2","s","       106","s","        69","s","        18","s","         0","s","         0","s","         0","s","       279","s","        74","s","    0.2","s,0118, "," 118.2"," ,s,0817, ","   36.9","s,0829, ","","","","","     485.7","7","     485.7","s","   1464.7"," ,s","     22.06","s","     26.06","s","     18.06","s"
"CHM00059287","1968","23.217","113.483","71.0","GUANGZHOU, CH","   1912.4","","    1912.4","s","       119","s","        87","s","        14","s","         0","s","         0","s","         0","s","       301","s","        59","s","    1.9","s,0215, ","  76.2"," ,s,0822, ","   36.6","s,0728, ","","","","","     585.0","0","     585.0","s","   1320.5"," ,s","     22.37","s","     26.37","s","     18.37","s"
"CHM00059287","1969","23.217","113.483","71.0","GUANGZHOU, CH","   1933.6","","    1933.6","s","       129","s","        79","s","        14","s","         0","s","         0","s","         0","s","       280","s","        79","s","    1.3","s,0205, "," 112.6"," ,s,0729, ","   37.0","s,0727, ","","","","","     482.4","4","     482.4","s","   1452.5"," ,s","     21.89","s","     25.82","s","     17.96","s"
"CHM00059287","1970","23.217","113.483","71.0","GUANGZHOU, CH","   1854.1","","    1854.1","s","       152","s","        98","s","        17","s","         0","s","         0","s","         0","s","       279","s","        73","s","    2.6","s,0121,+","  77.6"," ,s,0716, ","   36.4","s,0715, ","","","","","     535.8","8","     535.8","s","   1470.4"," ,s","     22.11","s","     25.85","s","     18.36","s"
"CHM00059287","1971","23.217","113.483","71.0","GUANGZHOU, CH","   1819.5","","    1819.5","s","       115","s","        70","s","        16","s","         0","s","         0","s","         0","s","       293","s","        67","s","    0.6","s,0106, "," 125.6"," ,s,0618, ","   37.4","s,0721, ","","","","","     411.0","0","     411.0","s","   1521.1"," ,s","     22.07","s","     26.26","s","     17.87","s"
"CHM00059287","1972","23.217","113.483","71.0","GUANGZHOU, CH","   1882.9","","    1882.9","s","       133","s","        87","s","        28","s","         0","s","         0","s","         0","s","       279","s","        61","s","    1.6","s,0211, "," 111.6"," ,s,0617, ","   36.7","s,0711, ","","","","","     443.9","9","     443.9","s","   1928.2"," ,s","     22.24","s","     25.93","s","     18.55","s"
"CHM00059287","1973","23.217","113.483","71.0","GUANGZHOU, CH","   1906.1","","    1906.1","s","       153","s","       104","s","        22","s","         0","s","         0","s","         0","s","       299","s","        60","s","    2.3","s,1223, "," 121.7"," ,s,0604, ","   34.5","s,0715, ","","","","","     308.6","6","     308.6","s","   1920.5"," ,s","     22.68","s","     26.36","s","     19.00","s"
"CHM00059287","1974","23.217","113.483","71.0","GUANGZHOU, CH","   1892.3","","    1892.3","s","       124","s","        89","s","        19","s","         0","s","         0","s","         0","s","       281","s","        73","s","    1.3","s,0102, ","  66.5"," ,s,0509, ","   36.1","s,0810, ","","","","","     510.0","0","     510.0","s","   1462.7"," ,s","     22.13","s","     26.15","s","     18.12","s"
"CHM00059287","1975","23.217","113.483","71.0","GUANGZHOU, CH","   1945.1","","    1945.1","s","       163","s","       110","s","        31","s","         0","s","         0","s","         0","s","       276","s","        67","s","    0.9","s,1229, "," 165.0"," ,s,0527, ","   34.9","s,0730,+","","","","","     343.9","9","     343.9","s","   2516.7"," ,s","     22.34","s","     25.93","s","     18.75","s"
"CHM00059287","1976","23.217","113.483","71.0","GUANGZHOU, CH","   1772.0","","    1772.0","s","       126","s","        83","s","        21","s","         0","s","         0","s","         0","s","       281","s","        67","s","    1.4","s,1229,+"," 115.2"," ,s,0811, ","   36.2","s,0526, ","","","","","     538.2","2","     538.2","s","   1614.9"," ,s","     21.84","s","     25.56","s","     18.13","s"
"CHM00059287","1977","23.217","113.483","71.0","GUANGZHOU, CH","   2055.1","","    2055.1","s","       103","s","        71","s","        15","s","         0","s","         0","s","         0","s","       304","s","        77","s","    1.5","s,0203, "," 104.3"," ,s,0925, ","   35.7","s,0725, ","","","","","     580.1","1","     580.1","s","   1391.9"," ,s","     22.65","s","     26.70","s","     18.60","s"
"CHM00059287","1978","23.217","113.483","71.0","GUANGZHOU, CH","   1874.7","","    1874.7","s","       155","s","       101","s","        18","s","         0","s","         0","s","         0","s","       282","s","        60","s","    1.6","s,0122, ","  86.1"," ,s,0520, ","   35.1","s,0715, ","","","","","     391.3","3","     391.3","s","   1644.9"," ,s","     22.32","s","     25.84","s","     18.80","s"
"CHM00059287","1979","23.217","113.483","71.0","GUANGZHOU, CH","   1834.7","","    1834.7","s","       142","s","        95","s","        18","s","         0","s","         0","s","         0","s","       285","s","        55","s","    1.6","s,0201, "," 122.0"," ,s,0528, ","   36.2","s,0728,+","","","","","     343.1","1","     343.1","s","   1719.7"," ,s","     22.31","s","     26.03","s","     18.60","s"
"CHM00059287","1980","23.217","113.483","71.0","GUANGZHOU, CH","   1983.2","","    1983.2","s","       108","s","        67","s","        20","s","         0","s","         0","s","         0","s","       293","s","        80","s","    2.6","s,0206, ","  95.2"," ,s,0503, ","   38.1","s,0710, ","","","","","     409.5","5","     409.5","s","   1492.2"," ,s","     22.70","s","     26.48","s","     18.92","s"
"CHM00059287","1981","23.217","113.483","71.0","GUANGZHOU, CH","   1925.2","","    1925.2","s","       139","s","        87","s","        25","s","         0","s","         0","s","         0","s","       284","s","        62","s","    3.8","s,0112, "," 172.6"," ,s,0601, ","   35.9","s,0807, ","","","","","     280.5","5","     280.5","s","   2219.7"," ,s","     22.58","s","     26.25","s","     18.91","s"
"CHM00059287","1982","23.217","113.483","71.0","GUANGZHOU, CH","   1944.0","","    1944.0","s","       136","s","        84","s","        20","s","         0","s","         0","s","         0","s","       286","s","        77","s","    2.4","s,1228, ","  90.9"," ,s,0601, ","   37.5","s,0729, ","","","","","     404.0","0","     404.0","s","   1571.8"," ,s","     22.48","s","     26.06","s","     18.90","s"
"CHM00059287","1983","23.217","113.483","71.0","GUANGZHOU, CH","   1968.4","","    1968.4","s","       149","s","       107","s","        22","s","         0","s","         0","s","         0","s","       268","s","        90","s","    3.0","s,1231, "," 210.9"," ,s,0617, ","   36.1","s,0811, ","","","","","     564.9","9","     564.9","s","   2165.8"," ,s","     22.21","s","     25.78","s","     18.64","s"
"CHM00059287","1984","23.217","113.483","71.0","GUANGZHOU, CH","   1883.8","","    1883.8","s","       127","s","        86","s","        12","s","         0","s","         0","s","         0","s","       276","s","        63","s","    2.3","s,0101, ","  72.4"," ,s,0504, ","   36.1","s,0624, ","","","","","     586.1","1","     586.1","s","   1243.0"," ,s","     21.82","s","     25.34","s","     18.30","s"
"CHM00059287","1985","23.217","113.483","71.0","GUANGZHOU, CH","   1935.2","","    1935.2","s","       150","s","       102","s","        18","s","         0","s","         0","s","         0","s","       264","s","        67","s","    2.9","s,1217, "," 123.6"," ,s,0531, ","   35.3","s,0622, ","","","","","     527.7","7","     527.7","s","   1706.0"," ,s","     22.20","s","     25.66","s","     18.74","s"
"CHM00059287","1986","23.217","113.483","71.0","GUANGZHOU, CH","   2010.4","","    2010.4","s","       125","s","        75","s","        14","s","         0","s","         0","s","         0","s","       290","s","        97","s","    3.1","s,0106, "," 109.5"," ,s,0811, ","   36.9","s,0731, ","","","","","     446.2","2","     446.2","s","   1372.1"," ,s","     22.69","s","     26.68","s","     18.70","s"
"CHM00059287","1987","23.217","113.483","71.0","GUANGZHOU, CH","   2096.5","","    2096.5","s","       116","s","        81","s","        27","s","         0","s","         0","s","         0","s","       308","s","        71","s","    3.6","s,1207, "," 109.1"," ,s,0527, ","   36.9","s,0713, ","","","","","     232.4","4","     232.4","s","   1897.6"," ,s","     23.29","s","     26.93","s","     19.66","s"
"CHM00059287","1988","23.217","113.483","71.0","GUANGZHOU, CH","   1929.6","","    1929.6","s","       141","s","        89","s","        24","s","         0","s","         0","s","         0","s","       278","s","        89","s","    5.7","s,1212, "," 128.3"," ,s,0812, ","   37.3","s,0709, ","","","","","     465.5","5","     465.5","s","   1982.7"," ,s","     22.41","s","     26.20","s","     18.62","s"
"CHM00059287","1989","23.217","113.483","71.0","GUANGZHOU, CH","   2071.7","","    2071.7","s","       117","s","        76","s","        19","s","         0","s","         0","s","         0","s","       300","s","        90","s","    4.5","s,0114, "," 215.3"," ,s,0517, ","   37.7","s,0716, ","","","","","     386.7","7","     386.7","s","   1638.4"," ,s","     22.92","s","     26.72","s","     19.12","s"
"CHM00059287","1990","23.217","113.483","71.0","GUANGZHOU, CH","   2132.4","","    2132.4","s","       132","s","        90","s","        11","s","         0","s","         0","s","         0","s","       303","s","        94","s","    3.4","s,0201, ","  45.8"," ,s,0227, ","   38.0","s,0823, ","","","","","     364.5","5","     364.5","s","   1239.5"," ,s","     23.25","s","     26.93","s","     19.57","s"
"CHM00059287","1991","23.217","113.483","71.0","GUANGZHOU, CH","   2130.0","","    2130.0","s","       108","s","        68","s","        17","s","         0","s","         0","s","         0","s","       298","s","        94","s","    0.8","s,1229, "," 168.4"," ,s,0619, ","   36.8","s,0719, ","","","","","     242.1","1","     242.1","s","   1355.8"," ,s","     23.37","s","     27.03","s","     19.72","s"
"CHM00059287","1992","23.217","113.483","71.0","GUANGZHOU, CH","   1993.3","","    1993.3","s","       127","s","        96","s","        19","s","         0","s","         0","s","         0","s","       285","s","        94","s","    4.0","s,0115, "," 144.1"," ,s,0515, ","   36.5","s,0905, ","","","","","     450.6","6","     450.6","s","   1853.4"," ,s","     22.58","s","     26.25","s","     18.91","s"
"CHM00059287","1993","23.217","113.483","71.0","GUANGZHOU, CH","   2058.5","","    2058.5","s","       134","s","        93","s","        24","s","         0","s","         0","s","         0","s","       290","s","        87","s","    2.7","s,0117, "," 156.4"," ,s,0927, ","   36.4","s,0827, ","","","","","     367.6","6","     367.6","s","   2253.6"," ,s","     22.77","s","     26.29","s","     19.25","s"
"CHM00059287","1994","23.217","113.483","71.0","GUANGZHOU, CH","   2193.9","","    2193.9","s","       127","s","        86","s","        20","s","         0","s","         0","s","         0","s","       297","s","        65","s","    5.1","s,0121, "," 119.8"," ,s,0429, ","   37.3","s,0711, ","","","","","     371.2","2","     371.2","s","   1787.1"," ,s","     23.50","s","     26.78","s","     20.21","s"
"CHM00059287","1995","23.217","113.483","71.0","GUANGZHOU, CH","   2079.9","","    2079.9","s","       134","s","        95","s","        21","s","         0","s","         0","s","         0","s","       273","s","        85","s","    6.4","s,0107, ","  99.4"," ,s,0504, ","   36.9","s,0722, ","","","","","     346.1","1","     346.1","s","   1752.4"," ,s","     22.95","s","     26.21","s","     19.68","s"
"CHM00059287","1996","23.217","113.483","71.0","GUANGZHOU, CH","   1917.3","","    1917.3","s","       119","s","        80","s","        25","s","         0","s","         0","s","         0","s","       286","s","        75","s","    2.4","s,0221, ","  78.9"," ,s,0525, ","   36.6","s,0726, ","","","","","     468.6","6","     468.6","s","   1683.4"," ,s","     22.28","s","     26.00","s","     18.57","s"
"CHM00059287","1997","23.217","113.483","71.0","GUANGZHOU, CH","   1943.9","","    1943.9","s","       154","s","       102","s","        27","s","         0","s","         0","s","         0","s","       303","s","        58","s","    4.3","s,0111, ","  99.0"," ,s,0627, ","   36.6","s,0830, ","","","","","     329.2","2","     329.2","s","   1997.3"," ,s","     22.65","s","     26.24","s","     19.06","s"
"CHM00059287","1998","23.217","113.483","71.0","GUANGZHOU, CH","   2224.6","","    2224.6","s","       138","s","        94","s","        22","s","         0","s","         0","s","         0","s","       298","s","        87","s","    5.0","s,0206, ","  75.9"," ,s,0524, ","   36.5","s,0804, ","","","","","     390.8","8","     390.8","s","   1736.1"," ,s","     23.43","s","     27.11","s","     19.76","s"
"CHM00059287","1999","23.217","113.483","71.0","GUANGZHOU, CH","   2079.4","","    2079.4","s","       133","s","        85","s","        15","s","         0","s","         1","s","         0","s","       310","s","        81","s","    0.0","s,1223, "," 239.0"," ,s,0823, ","   36.2","s,0606,+","0.0","s,1223","","","     254.0","0","     254.0","s","   1620.4"," ,s","     23.12","s","     27.12","s","     19.11","s"
"CHM00059287","2000","23.217","113.483","71.0","GUANGZHOU, CH","   2022.6","","    2022.6","s","       135","s","        93","s","        20","s","         0","s","         0","s","         0","s","       296","s","        90","s","    4.0","s,0128, "," 111.6"," ,s,0403, ","   36.6","s,0605, ","","","","","     379.5","5","     379.5","s","   1798.9"," ,s","     22.92","s","     26.72","s","     19.10","s"
"CHM00059287","2001","23.217","113.483","71.0","GUANGZHOU, CH","   2100.5","","    2100.5","s","       141","s","       102","s","        34","s","         0","s","         0","s","         0","s","       302","s","        82","s","    4.5","s,1224, "," 163.9"," ,s,0831, ","   36.3","s,0823,+","","","","","     294.9","9","     294.9","s","   2678.9"," ,s","     23.14","s","     26.95","s","     19.33","s"
"CHM00059287","2002","23.217","113.483","71.0","GUANGZHOU, CH","   2184.4","","    2184.4","s","       135","s","       100","s","        27","s","         0","s","         0","s","         0","s","       308","s","        91","s","    3.1","s,1227, ","  82.6"," ,s,0912, ","   36.6","s,0714, ","","","","","     274.0","0","     274.0","s","   1866.7"," ,s","     23.55","s","     27.28","s","     19.82","s"
"CHM00059287","2003","23.217","113.483","71.0","GUANGZHOU, CH","   2231.9","","    2231.9","s","       107","s","        74","s","        15","s","         0","s","         0","s","         0","s","       306","s","       100","s","    4.1","s,0106, "," 111.7"," ,s,0903, ","   37.8","s,0715, ","","","","","     312.8","8","     312.8","s","   1338.7"," ,s","     23.59","s","     27.66","s","     19.53","s"
"CHM00059287","2004","23.217","113.483","71.0","GUANGZHOU, CH","   2224.7","","    2224.7","s","       106","s","        72","s","        21","s","         0","s","         0","s","         0","s","       317","s","       111","s","    3.1","s,0122, ","  90.7"," ,s,0514, ","   39.1","s,0701, ","","","","","     349.2","2","     349.2","s","   1636.5"," ,s","     23.57","s","     27.75","s","     19.40","s"
"CHM00059287","2005","23.217","113.483","71.0","GUANGZHOU, CH","   2277.2","","    2277.2","s","       124","s","        84","s","        25","s","         0","s","         0","s","         0","s","       294","s","       105","s","    2.1","s,0101, "," 109.9"," ,s,0605, ","   39.0","s,0718, ","","","","","     375.4","4","     375.4","s","   1986.2"," ,s","     23.42","s","     27.06","s","     19.78","s"
"CHM00059287","2006","23.217","113.483","71.0","GUANGZHOU, CH","   2285.6","","    2285.6","s","       123","s","        93","s","        34","s","         0","s","         0","s","         0","s","       312","s","        96","s","    5.0","s,0107, "," 107.4"," ,s,0522, ","   37.5","s,0818,+","","","","","     279.9","9","     279.9","s","   2175.7"," ,s","     23.88","s","     27.66","s","     20.09","s"
"CHM00059287","2007","23.217","113.483","71.0","GUANGZHOU, CH","   2280.4","","    2280.4","s","       112","s","        74","s","        15","s","         0","s","         0","s","         0","s","       309","s","       114","s","    5.7","s,0129, ","  99.4"," ,s,0814, ","   37.4","s,0808, ","","","","","     267.3","3","     267.3","s","   1370.3"," ,s","     23.89","s","     27.69","s","     20.09","s"
"CHM00059287","2008","23.217","113.483","71.0","GUANGZHOU, CH","   2198.2","","    2198.2","s","       131","s","       102","s","        31","s","         0","s","         0","s","         0","s","       298","s","        79","s","    3.6","s,0203, "," 138.1"," ,s,0626, ","   38.6","s,0728, ","","","","","     399.9","9","     399.9","s","   2284.0"," ,s","     23.11","s","     26.83","s","     19.40","s"
"CHM00059287","2009","23.217","113.483","71.0","GUANGZHOU, CH","   2282.5","","    2282.5","s","       112","s","        86","s","        20","s","         0","s","         0","s","         0","s","       299","s","       102","s","    3.3","s,0111, ","  82.0"," ,s,0604, ","   37.8","s,0718, ","","","","","     284.1","1","     284.1","s","   1472.6"," ,s","     23.58","s","     27.32","s","     19.84","s"
"CHM00059287","2010","23.217","113.483","71.0","GUANGZHOU, CH","   2103.2","","    2103.2","s","       146","s","       101","s","        26","s","         0","s","         0","s","         0","s","       299","s","        83","s","    1.8","s,1217, "," 214.7"," ,s,0507, ","   37.1","s,0805, ","","","","","     416.6","6","     416.6","s","   2353.6"," ,s","     23.13","s","     26.64","s","     19.62","s"
"CHM00059287","2011","23.217","113.483","71.0","GUANGZHOU, CH","   1980.8","","    1980.8","s","       101","s","        73","s","        18","s","         0","s","         0","s","         0","s","       283","s","        98","s","    2.6","s,0112, "," 106.6"," ,s,0612, ","   36.9","s,0728, ","","","","","     496.7","7","     496.7","s","   1632.3"," ,s","     22.30","s","     26.58","s","     18.02","s"
"CHM00059287","2012","23.217","113.483","71.0","GUANGZHOU, CH","   2021.3","","    2021.3","s","       154","s","        98","s","        25","s","         0","s","         0","s","         0","s","       278","s","        80","s","    2.5","s,1231, ","  93.1"," ,s,0822, ","   36.8","s,0801,+","","","","","     477.7","7","     477.7","s","   1813.9"," ,s","     22.48","s","     26.29","s","     18.68","s"
"CHM00059287","2020","23.217","113.483","71.0","GUANGZHOU, CH","","","","","       150","S","        88","S","        21","S","","","","","","","","","","","",""," 218.9"," ,S,0521, ","","","","","","","","","","","   1932.1"," ,S","","","","","",""
"CHM00059287","2021","23.217","113.483","71.0","GUANGZHOU, CH","","","","","       127","S","        76","S","        20","S","","","","","","","","","","","","","  83.8"," ,S,0601, ","","","","","","","","","","","   1557.8"," ,S","","","","","",""
